,,,,,Marketwise Price & Arrival Report (20-11-2025),,,,
,,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,Variety,MSP (Rs./Quintal) 2025-26,"Price on 20 Nov, 2025","Price on 19 Nov, 2025","Price on 18 Nov, 2025","Arrival on 20 Nov, 2025","Arrival on 19 Nov, 2025","Arrival on 18 Nov, 2025"
Cereals,Bajra(Pearl Millet/Cumbu),Bold,2775.00,2375.14,2819.31,2687.69,105.50,141.60,209.20
Cereals,Bajra(Pearl Millet/Cumbu),Deshi,2775.00,2054.85,2139.47,2194.33,32.11,16.65,30.14
Cereals,Bajra(Pearl Millet/Cumbu),Hybrid,2775.00,2755.83,2764.07,2761.51,5136.05,4341.90,3963.95
Cereals,Bajra(Pearl Millet/Cumbu),Local,2775.00,2535.40,2022.69,2028.07,282.10,30.90,28.50
Cereals,Bajra(Pearl Millet/Cumbu),Millet,2775.00,2053.89,2033.41,2071.19,86.65,73.36,112.81
Cereals,Bajra(Pearl Millet/Cumbu),Other,2775.00,2540.06,2737.26,2593.08,440.31,559.45,581.86
Cereals,Bajra(Pearl Millet/Cumbu),Pattu Bajra (Sweet),2775.00,1988.00,-,2015.00,2.50,-,1.30
Cereals,Barley(Jau),Barley,1980.00,2374.44,2192.20,2385.89,30.23,59.78,12.36
Cereals,Barley(Jau),Dara,1980.00,2300.17,2341.00,2319.52,152.30,105.50,128.10
Cereals,Barley(Jau),Deshi,1980.00,-,3135.00,-,-,0.09,-
Cereals,Barley(Jau),Other,1980.00,2550.00,2087.87,-,17.00,43.70,-
Cereals,Jowar(Sorghum),Jowar ( White),3699.00,4079.71,3946.76,4063.34,52.28,33.19,56.78
Cereals,Jowar(Sorghum),Jowar (Yellow),3699.00,2088.10,2617.46,2341.29,107.60,36.59,22.99
Cereals,Jowar(Sorghum),Jowar Hybrid,3699.00,1880.00,3699.00,-,3.50,18.80,-
Cereals,Jowar(Sorghum),Local,3699.00,3114.71,2790.00,3227.21,3.74,1.35,7.93
Cereals,Jowar(Sorghum),Other,3699.00,4808.11,5017.38,4941.71,116.79,80.90,94.67
Cereals,Maize,Deshi Red,2400.00,1800.30,1868.00,2181.09,1763.87,2246.94,701.70
Cereals,Maize,Deshi White,2400.00,1688.33,1651.96,1941.00,26.16,15.47,2.23
Cereals,Maize,Hybrid,2400.00,1865.88,2132.44,1828.64,613.40,193.20,731.58
Cereals,Maize,Hybrid Red (Cattle Feed),2400.00,-,-,2385.71,-,-,17.50
Cereals,Maize,Hybrid Yellow (Cattle Feed),2400.00,1718.92,2255.00,2226.19,31.08,12.00,13.53
Cereals,Maize,Hybrid/Local,2400.00,2296.49,2274.99,2254.81,292.00,846.90,684.50
Cereals,Maize,Local,2400.00,1549.23,1545.33,1542.51,39620.21,49085.41,48876.73
Cereals,Maize,Maize/Corn-Organic,2400.00,1418.34,1608.78,1664.22,127.24,173.41,291.79
Cereals,Maize,Medium,2400.00,2200.00,-,-,7.00,-,-
Cereals,Maize,Other,2400.00,2055.98,1834.95,2064.90,205.13,392.00,404.42
Cereals,Maize,Popcorn,2400.00,1556.42,-,-,51.90,-,-
Cereals,Maize,White (SAFED),2400.00,2650.00,-,2650.00,43.40,-,33.60
Cereals,Maize,Yellow,2400.00,1691.86,1685.87,1669.00,11243.44,15437.94,13508.95
Cereals,Paddy(Common),1001,2369.00,2369.74,2387.20,2382.07,333.10,3212.70,683.20
Cereals,Paddy(Common),1121,2369.00,2922.09,2928.68,3229.17,42.71,27.72,33.60
Cereals,Paddy(Common),B P T,2369.00,2369.01,2350.01,2369.00,14.77,8.61,375.20
Cereals,Paddy(Common),Basmati,2369.00,3012.26,3111.39,3054.37,5656.66,5776.16,5205.41
Cereals,Paddy(Common),Basmati 1509,2369.00,2526.02,2604.16,2603.84,286.79,3481.08,3993.07
Cereals,Paddy(Common),Common,2369.00,2210.97,2206.74,2159.73,24152.26,23800.85,26006.03
Cereals,Paddy(Common),D.B.,2369.00,3308.27,3287.77,3233.77,4622.70,3894.00,3864.60
Cereals,Paddy(Common),Dhan,2369.00,2869.16,2769.19,2673.66,6088.44,9438.56,7797.76
Cereals,Paddy(Common),Fine,2369.00,2070.28,2003.18,2008.20,3596.50,3366.70,4522.90
Cereals,Paddy(Common),HMT,2369.00,-,2300.00,-,-,0.30,-
Cereals,Paddy(Common),I.R. 36,2369.00,2391.06,2387.34,2387.66,181.20,113.75,130.10
Cereals,Paddy(Common),I.R. 64,2369.00,2390.00,-,2150.08,14.00,-,147.82
Cereals,Paddy(Common),I.R. 8,2369.00,2369.00,-,2369.00,60.00,-,40.00
Cereals,Paddy(Common),I.R.-64,2369.00,2369.00,2369.00,2369.00,61.20,0.00,64.00
Cereals,Paddy(Common),Kranti,2369.00,2224.53,2099.14,2204.71,165.49,1056.15,1552.48
Cereals,Paddy(Common),MTU-1010,2369.00,2389.55,2389.17,2387.73,218.22,189.31,366.02
Cereals,Paddy(Common),Other,2369.00,2944.07,2932.18,3046.66,6622.10,7192.70,8129.22
Cereals,Paddy(Common),Paddy,2369.00,2923.18,2890.84,2876.99,10032.33,13573.42,15713.10
Cereals,Paddy(Common),Paddy Coarse,2369.00,2216.84,2218.03,2230.57,10548.50,10068.70,11033.50
Cereals,Paddy(Common),Paddy Dappa,2369.00,2500.00,-,-,37.00,-,-
Cereals,Paddy(Common),Paddy Medium,2369.00,2369.00,2369.00,2369.00,250.00,200.00,150.00
Cereals,Paddy(Common),Paddy fine,2369.00,2852.22,2410.00,2906.30,45.00,34.00,49.52
Cereals,Paddy(Common),Paddy-Organic,2369.00,3150.00,3000.00,1810.00,3.58,7.48,5.70
Cereals,Paddy(Common),Ponni,2369.00,-,-,2903.23,-,-,7.75
Cereals,Paddy(Common),Puspa (MR 301),2369.00,3138.35,3133.99,2973.92,2258.54,2603.73,2769.62
Cereals,Paddy(Common),Red,2369.00,3200.00,3202.00,3001.28,4.74,6.95,7.83
Cereals,Paddy(Common),Samba Masuri,2369.00,2389.00,2389.00,2389.00,283.90,88.00,95.00
Cereals,Paddy(Common),Sarvati,2369.00,2500.00,-,2280.00,1300.00,-,1500.00
Cereals,Paddy(Common),Sinna Ponni,2369.00,-,2500.00,-,-,7.14,-
Cereals,Paddy(Common),Sona Mahsuri,2369.00,-,2679.00,2679.00,-,2936.30,2939.80
Cereals,Paddy(Common),Sugandha,2369.00,2014.00,2006.00,2071.00,7.30,12.30,13.30
Cereals,Paddy(Common),Super Ponni,2369.00,-,2985.00,-,-,4.18,-
Cereals,Paddy(Common),Swarna Masuri (New),2369.00,2369.00,2369.00,2369.00,2.10,2.20,5.80
Cereals,Ragi(Finger Millet),Other,4886.00,5400.00,5450.00,5350.00,0.50,0.30,0.40
Cereals,Wheat,147 Average,2425.00,2580.00,-,2696.48,2.00,-,307.80
Cereals,Wheat,2189 No. 1,2425.00,2500.00,2500.00,2500.00,2.00,2.00,3.00
Cereals,Wheat,2189 No. 2,2425.00,2500.00,2525.00,2500.00,12.50,13.00,15.00
Cereals,Wheat,Bansi,2425.00,2700.00,2600.00,2615.92,3.60,3.80,3.80
Cereals,Wheat,Coarse,2425.00,-,-,2525.00,-,-,300.00
Cereals,Wheat,Dara,2425.00,2524.54,2522.58,2526.05,14303.00,13352.60,15199.60
Cereals,Wheat,Deshi,2425.00,2699.84,2610.00,3103.01,92.10,0.30,37.90
Cereals,Wheat,Farmi,2425.00,3400.00,-,3400.00,16.50,-,18.40
Cereals,Wheat,Hybrid,2425.00,2607.00,2640.00,2632.00,17.39,10.64,21.28
Cereals,Wheat,Kalyan,2425.00,2755.86,2686.73,2662.12,31.06,45.18,49.56
Cereals,Wheat,Local,2425.00,2469.65,2506.04,2481.34,125.87,224.65,278.27
Cereals,Wheat,Lok-1,2425.00,-,-,2700.00,-,-,15.00
Cereals,Wheat,Lokwan,2425.00,2624.31,2570.58,2431.55,137.18,390.63,375.62
Cereals,Wheat,Lokwan Gujrat,2425.00,2554.06,2531.65,2588.83,69.90,54.10,54.00
Cereals,Wheat,Maharashtra 2189,2425.00,2554.21,2709.26,2564.67,10.70,15.80,11.30
Cereals,Wheat,Malwa Shakti,2425.00,2538.76,2572.43,2405.30,13.45,32.98,25.20
Cereals,Wheat,Medium,2425.00,2500.00,2525.00,-,2.00,2.00,-
Cereals,Wheat,Medium Fine,2425.00,2625.00,2590.00,2575.00,5.80,4.16,4.60
Cereals,Wheat,Mill Quality,2425.00,2497.24,2469.66,2477.78,2630.60,3409.30,4032.53
Cereals,Wheat,Mohan Mondal,2425.00,-,-,2451.00,-,-,2.47
Cereals,Wheat,Other,2425.00,3351.37,3259.21,3481.86,1101.13,1265.36,1151.21
Cereals,Wheat,PISSI,2425.00,-,2420.00,2555.00,-,43.32,6.38
Cereals,Wheat,Rajasthan Tukdi,2425.00,2825.00,-,2770.00,23.50,-,37.40
Cereals,Wheat,Sechor No. 1,2425.00,-,-,2750.00,-,-,173.00
Cereals,Wheat,Sharbati,2425.00,3182.82,2958.72,2947.26,306.85,278.91,287.21
Cereals,Wheat,Sonalika,2425.00,2599.15,2645.39,2648.44,58.70,87.90,96.00
Cereals,Wheat,Sujata,2425.00,2769.52,2454.57,2431.08,33.39,193.27,238.29
Cereals,Wheat,Wheat,2425.00,2525.56,2514.08,2528.36,6899.63,10624.86,11485.36
Cereals,Wheat,Wheat Mix,2425.00,2452.38,2414.52,2375.00,50.99,47.20,1.34
Cereals,Wheat,Wheat-Organic,2425.00,2700.00,-,-,45.70,-,-
Fibre Crops,Cotton,170-CO2 (Unginned),7710.00,7750.00,7710.00,7710.00,2.50,5.00,2.50
Fibre Crops,Cotton,American,7710.00,7116.44,7084.47,6973.24,3097.62,3123.36,2104.24
Fibre Crops,Cotton,Bramha,7710.00,-,7181.00,7190.00,-,5847.00,6897.00
Fibre Crops,Cotton,Bunny,7710.00,-,-,5900.00,-,-,37.80
Fibre Crops,Cotton,CO-2 (Unginned),7710.00,7948.00,-,-,784.04,-,-
Fibre Crops,Cotton,Cotton (Ginned),7710.00,-,7816.00,-,-,34.79,-
Fibre Crops,Cotton,Cotton (Unginned),7710.00,7666.41,6492.86,6624.02,2372.10,699.00,833.80
Fibre Crops,Cotton,Cotton US,7710.00,7860.00,7829.00,7829.00,2.70,2.13,3.35
Fibre Crops,Cotton,Desi,7710.00,6944.74,-,-,280.50,-,-
Fibre Crops,Cotton,Ginned Cotton,7710.00,5260.00,6050.00,-,0.50,0.28,-
Fibre Crops,Cotton,H.B (Unginned),7710.00,-,-,7055.00,-,-,371.00
Fibre Crops,Cotton,H.Y.4 (Unginned),7710.00,7082.00,7085.00,6955.00,52.28,52.44,70.22
Fibre Crops,Cotton,Kapas (Adoni),7710.00,6800.00,6800.00,6900.00,3.50,0.80,1.30
Fibre Crops,Cotton,Local,7710.00,7000.00,7200.00,7200.00,11.00,10.60,12.30
Fibre Crops,Cotton,Long fiber,7710.00,7200.00,6208.39,-,3.20,23.25,-
Fibre Crops,Cotton,Medium Fiber,7710.00,6372.92,6188.06,5748.80,22.56,27.04,35.87
Fibre Crops,Cotton,Narma BT Cotton,7710.00,7125.58,7198.68,7297.85,344.00,721.50,604.50
Fibre Crops,Cotton,Other,7710.00,7012.73,7075.69,7135.98,1589.35,1378.60,1497.80
Fibre Crops,Cotton,RCH-2,7710.00,-,6752.50,-,-,5.90,-
Fibre Crops,Cotton,Shanker 6 (B) 30mm FIne,7710.00,6424.83,6494.62,6579.26,713.72,1021.24,993.02
Fibre Crops,Cotton,Without Ginned Cotton,7710.00,6533.67,6361.20,6749.21,2921.29,2859.60,2997.74
Oil Seeds,Copra,Copra,12100.00,20976.19,21062.42,21027.78,5.25,15.22,7.20
Oil Seeds,Copra,Other,12100.00,18830.15,18633.11,18737.93,2.72,2.93,2.90
Oil Seeds,Groundnut,Balli/Habbu,7265.00,5803.88,5758.42,5552.00,86.17,70.28,45.61
Oil Seeds,Groundnut,Big (With Shell),7265.00,5310.27,5366.79,5231.18,882.21,1008.93,884.20
Oil Seeds,Groundnut,Bold,7265.00,5490.53,5675.55,5246.66,938.43,943.14,1147.50
Oil Seeds,Groundnut,F.A.Q,7265.00,-,-,9500.00,-,-,0.20
Oil Seeds,Groundnut,G20,7265.00,5623.20,5617.61,5657.46,672.84,731.53,1159.40
Oil Seeds,Groundnut,Groundnut seed,7265.00,5200.00,7247.78,6543.78,0.04,11.27,32.57
Oil Seeds,Groundnut,Hybrid,7265.00,6638.39,6682.73,-,28.00,49.80,-
Oil Seeds,Groundnut,JL-24,7265.00,7600.00,7600.00,7500.00,345.00,345.00,320.00
Oil Seeds,Groundnut,Local,7265.00,5669.10,5755.58,5848.60,525.00,655.60,1015.40
Oil Seeds,Groundnut,Other,7265.00,5762.46,5714.35,5610.15,518.08,2347.05,2746.14
Oil Seeds,Groundnut,Peanuts-Organic,7265.00,5701.00,5701.00,5400.00,10.36,9.10,11.44
Oil Seeds,Mustard,Big 100 Kg,5950.00,6950.00,6975.00,6950.00,38.10,32.60,29.90
Oil Seeds,Mustard,Lohi Black,5950.00,6776.76,6750.70,6740.18,52.50,78.50,66.70
Oil Seeds,Mustard,Mustard,5950.00,6706.50,6736.23,6558.43,568.34,492.61,580.15
Oil Seeds,Mustard,Other,5950.00,6782.51,6834.06,6608.18,217.88,220.22,145.99
Oil Seeds,Mustard,Sarson(Black),5950.00,6800.88,6750.46,6771.11,713.12,835.48,911.66
Oil Seeds,Mustard,Yellow (Black),5950.00,7038.16,6833.01,7132.29,20.70,16.33,19.20
Oil Seeds,Safflower,Other,5940.00,-,6550.00,7889.67,-,0.20,3.00
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",Black,9846.00,-,7114.29,12198.37,-,1.40,2.45
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",Gajjar,9846.00,10400.00,-,-,1.20,-,-
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",Other,9846.00,14396.06,12487.96,13619.00,51.38,11.33,46.03
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",Red,9846.00,-,-,11405.00,-,-,2.10
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",Sesame,9846.00,11027.78,10768.71,10849.61,42.57,56.84,64.81
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",White,9846.00,10527.97,10571.42,10908.76,376.65,368.11,476.96
Oil Seeds,"Sesamum(Sesame,Gingelly,Til)",Whitish,9846.00,-,11000.00,11000.00,-,34.70,19.60
Oil Seeds,Soyabean,Black,5328.00,4440.37,4510.00,4470.46,131.96,100.00,96.04
Oil Seeds,Soyabean,Local,5328.00,4400.00,-,-,2.50,-,-
Oil Seeds,Soyabean,Other,5328.00,4368.53,4304.97,4369.87,308.48,428.87,467.10
Oil Seeds,Soyabean,Soyabeen,5328.00,4284.60,4339.18,4249.43,24210.89,39423.55,48037.26
Oil Seeds,Soyabean,Yellow,5328.00,4396.62,4234.29,4234.86,5886.35,6772.15,10633.49
Oil Seeds,Sunflower Seed,Sunflower Seed,6760.00,-,-,4800.00,-,-,2.00
Pulses,Arhar(Tur/Red Gram)(Whole),Arhar (Whole),8000.00,7856.30,6464.20,6424.28,544.00,87.00,56.00
Pulses,Arhar(Tur/Red Gram)(Whole),Arhar Dal(Tur),8000.00,6135.63,6349.72,6520.07,558.29,753.68,498.55
Pulses,Arhar(Tur/Red Gram)(Whole),Hybrid,8000.00,6330.00,-,-,3.20,-,-
Pulses,Arhar(Tur/Red Gram)(Whole),Local,8000.00,-,-,4000.00,-,-,0.05
Pulses,Arhar(Tur/Red Gram)(Whole),Other,8000.00,9688.13,9874.41,11863.28,3.20,2.55,5.80
Pulses,Bengal Gram(Gram)(Whole),999,5650.00,-,4800.00,-,-,1.50,-
Pulses,Bengal Gram(Gram)(Whole),Average (Whole),5650.00,6652.18,6678.38,6718.21,45.80,42.90,36.10
Pulses,Bengal Gram(Gram)(Whole),Bengal Gram (Split),5650.00,7800.00,7700.00,-,1.00,1.00,-
Pulses,Bengal Gram(Gram)(Whole),Chana Kabuli,5650.00,10682.00,4732.26,5380.38,25.00,205.06,187.18
Pulses,Bengal Gram(Gram)(Whole),Chana Kanta,5650.00,5000.00,5201.00,4846.79,2.10,15.95,13.17
Pulses,Bengal Gram(Gram)(Whole),Chana mausami,5650.00,-,8475.57,-,-,12.28,-
Pulses,Bengal Gram(Gram)(Whole),Desi (F.A.Q. Split),5650.00,5457.93,5163.12,5049.85,148.26,125.39,123.66
Pulses,Bengal Gram(Gram)(Whole),Desi (Whole),5650.00,5960.72,6112.29,5837.42,538.70,391.60,625.80
Pulses,Bengal Gram(Gram)(Whole),Gram,5650.00,5053.64,5126.84,5056.04,819.86,1543.61,1478.99
Pulses,Bengal Gram(Gram)(Whole),Kabul Small,5650.00,-,7300.00,6500.00,-,0.20,0.10
Pulses,Bengal Gram(Gram)(Whole),Kanta,5650.00,5236.00,5241.00,5229.00,5.70,3.60,9.10
Pulses,Bengal Gram(Gram)(Whole),Other,5650.00,5882.92,5226.47,7136.91,387.10,510.95,202.75
Pulses,Bengal Gram(Gram)(Whole),White (whole),5650.00,8125.00,8250.00,8000.00,136.00,120.00,90.00
Pulses,Black Gram(Urd Beans)(Whole),Black Gram (Whole),7800.00,6990.67,7387.36,6711.64,319.30,185.10,173.50
Pulses,Black Gram(Urd Beans)(Whole),Black Gram Dal,7800.00,11300.00,11300.00,11300.00,1.00,1.00,1.00
Pulses,Black Gram(Urd Beans)(Whole),Desi,7800.00,5100.00,5505.00,5559.38,0.48,5.04,4.80
Pulses,Black Gram(Urd Beans)(Whole),Hybrid,7800.00,9000.00,-,9025.00,0.50,-,11.70
Pulses,Black Gram(Urd Beans)(Whole),Local,7800.00,-,5560.00,5610.00,-,1.90,1.85
Pulses,Black Gram(Urd Beans)(Whole),Mogan Medium,7800.00,9300.00,9300.00,9000.00,0.30,0.30,0.30
Pulses,Black Gram(Urd Beans)(Whole),Other,7800.00,6711.26,6587.38,7074.45,241.72,231.71,126.20
Pulses,Black Gram(Urd Beans)(Whole),Urda/Urd,7800.00,6266.12,5688.37,6051.59,134.70,487.93,316.06
Pulses,Green Gram(Moong)(Whole),Ankola,8768.00,-,7100.00,-,-,4.00,-
Pulses,Green Gram(Moong)(Whole),Green (Whole),8768.00,7451.79,6709.25,6575.62,298.97,301.70,246.02
Pulses,Green Gram(Moong)(Whole),Green Gram Dhall-I,8768.00,11800.00,11800.00,11800.00,1.00,1.00,1.00
Pulses,Green Gram(Moong)(Whole),Hybrid,8768.00,5955.76,6525.00,-,1.05,0.20,-
Pulses,Green Gram(Moong)(Whole),Local,8768.00,4800.00,5002.11,4916.35,377.00,34.95,37.30
Pulses,Green Gram(Moong)(Whole),Other,8768.00,6254.18,6212.42,6653.95,1687.08,1595.09,1361.30
Pulses,Lentil(Masur)(Whole),Kala Masoor New,6700.00,7000.00,6333.33,7243.12,1.00,21.00,1.18
Pulses,Lentil(Masur)(Whole),Local,6700.00,5312.98,6229.64,5748.05,10.35,3.22,31.34
Pulses,Lentil(Masur)(Whole),Masoor Gola,6700.00,6939.48,6806.14,7014.79,220.10,234.60,217.20
Pulses,Lentil(Masur)(Whole),Masur Dal,6700.00,6298.02,6314.61,6492.11,201.12,363.11,472.91
Pulses,Lentil(Masur)(Whole),Other,6700.00,7473.36,7507.28,6997.02,46.84,27.15,42.76
Vegetables,Onion,1st Sort,-,2482.01,2215.12,2048.24,23.90,8.60,8.50
Vegetables,Onion,Bellary,-,1500.00,1475.00,1248.21,75.35,67.54,104.50
Vegetables,Onion,Big,-,3288.26,2726.26,2263.54,266.35,222.00,152.54
Vegetables,Onion,Dry F.A.Q.,-,1619.00,1465.06,1552.46,10.00,8.30,6.10
Vegetables,Onion,Hybrid,-,100.00,-,1100.00,0.12,-,3.00
Vegetables,Onion,Local,-,575.45,598.83,802.51,351.38,300.05,324.41
Vegetables,Onion,Medium,-,385.09,177.55,615.58,1630.35,1722.44,1527.31
Vegetables,Onion,Nasik,-,1411.28,1600.34,1641.88,1293.43,1152.15,1245.10
Vegetables,Onion,Onion,-,587.97,642.44,678.64,6599.54,6981.24,6888.92
Vegetables,Onion,Onion-Organic,-,539.18,399.61,157.01,56.08,60.58,51.38
Vegetables,Onion,Other,-,1119.29,1211.46,1277.83,2236.70,2843.53,1837.71
Vegetables,Onion,Red,-,1161.91,962.83,792.72,2766.59,3747.24,3313.97
Vegetables,Onion,Small,-,6154.60,6139.85,5472.05,89.75,86.77,4.83
Vegetables,Onion,White,-,1295.00,1508.19,780.00,636.25,531.37,22.10
Vegetables,Potato,Badshah,-,1287.24,1317.39,1292.61,1830.00,1925.30,1286.00
Vegetables,Potato,Chandermukhi,-,1485.00,1400.00,1430.00,90.00,85.00,85.00
Vegetables,Potato,Chips,-,1950.00,2200.00,1950.00,25.20,23.90,13.10
Vegetables,Potato,Desi,-,1250.91,1296.93,1271.80,18051.96,38829.12,12561.84
Vegetables,Potato,F.A.Q.,-,1274.12,1235.28,1294.19,197.20,341.40,46.50
Vegetables,Potato,Jalander,-,1750.00,2450.46,1700.00,122.00,118.40,12.50
Vegetables,Potato,Jyoti,-,1444.12,1451.32,1430.87,1081.73,1138.53,1294.98
Vegetables,Potato,Kufri Megha,-,1265.00,1277.94,1325.00,187.00,231.00,47.50
Vegetables,Potato,Local,-,1237.39,1252.14,1263.16,7685.36,7985.03,6514.92
Vegetables,Potato,Other,-,1320.14,1356.90,1326.11,3854.63,3713.25,3839.40
Vegetables,Potato,Potato,-,1290.28,1643.31,1455.04,4725.10,3782.42,7931.51
Vegetables,Potato,Red,-,1503.18,1467.97,2700.00,75.50,84.30,2.00
Vegetables,Potato,Red Nanital,-,2551.78,1741.00,1738.10,64.70,52.20,73.50
Vegetables,Tomato,Deshi,-,3362.64,2907.26,2929.99,454.00,771.38,771.00
Vegetables,Tomato,Hybrid,-,3547.48,3643.13,3337.13,761.70,693.18,971.40
Vegetables,Tomato,Local,-,3225.46,3877.60,3782.49,289.50,398.35,226.15
Vegetables,Tomato,Other,-,3568.30,3487.75,3413.25,1156.52,1114.35,1663.08
Vegetables,Tomato,Tomato,-,4090.64,3245.99,3373.41,845.96,1062.34,1163.35

